"主需求类别","兼具需求类别","软硬件属性","分类依据","分类置信度","项目ID","省份","省内城市区域","项目名称","项目类型","项目阶段","是否直接侦测反制相关","发包采购单位","项目金额","金额万元","承建中标单位","中标公告时间","年份","来源等级","字段完整度","来源链接","证据摘要","核验备注","设备名称清单","设备类型清单","设备数量清单","设备规格型号清单","设备品牌清单","设备明细完整度","设备明细来源","设备明细备注"
"日常巡防需求","无明显兼具类别","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2024-0128","浙江","海盐","海盐县公安局 无人机反制 设备采购项目( 中标公告","侦测反制装备","中标/成交结果","是","海盐县公安局","公开信息未披露","","公开信息未披露","2024年11月20日","2024","B-公开转载/行业平台","较完整","http://zj.bidizhaobiao.com/info-557598739.html","海盐县公安局 无人机反制 设备采购项目( 中标公告 )-浙江招标网 2024年11月20日 - 序号 标项 名称 标的 名称 品牌 数量 单价(元) 规格型号 1 海盐县公安局 无人机 反制设备采购项目 海盐县公安局 无人机 反制设备采购项目 详见附件 1 849000... zj.bidizhaobiao.com 反馈","继承原库并规则复核","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2024-0129","浙江","绍兴","绍兴市公安局上虞区分局无人机反制设备采购项目（第二次）","侦测反制装备","中标/成交结果","是","绍兴市公安局上虞区分局","50.0000 万元","50","苏州璟鞍科技有限公司","2024-08-08","2024","B-公开转载/行业平台","完整","https://www.fdzb119.com/zhaobiao/111762.html","公开转载：报价500000元，供应商苏州璟鞍科技有限公司","继承原库并规则复核；专项样本原文为成交/中标结果页","无人机反制设备","侦测反制装备/设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","未命中特定场景，按低空常态监测默认归入日常巡防","高","LA-2024-0130","浙江","舟山","无人机侦测反制设备采购（重新招标）","侦测反制系统/平台","中标/成交结果","是","公开信息未披露","43.5400 万元","43.54","中国电信股份有限公司舟山分公司","2024-11-02","2024","A-官方公告/公共资源","较完整","https://www.zgggzy.com/jieguo/show.php?itemid=30831","公开转载：报价435400元，含低空安全管理平台、无线电侦测设备、定向无线电干扰设备","继承原库并规则复核；专项样本原文为成交/中标结果页","无人机侦测反制设备","侦测探测设备","无人机侦测反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","未命中特定场景，按低空常态监测默认归入日常巡防","高","LA-2025-0131","浙江","定海","定海区 无人机反制 系统竞价 成交 公告-浙江招标网 2025年3月10日","侦测反制系统/平台","中标/成交结果","是","某单位","公开信息未披露","","公开信息未披露","2025年3月10日","2025","B-公开转载/行业平台","较完整","https://zj.bidcenter.com.cn/zbcontent-351328614-4.html","定海区 无人机反制 系统竞价 成交 公告-浙江招标网 2025年3月10日 - 项目名称 无人机 反制系统 预算总额(元) (略) 项目编号 (略)19 报价开始时间 2025-02-26 12:22 报价截止时间 2025-03-05 18:00 采购单位 某单位 采购单... zj.bidcenter.com.cn 反馈","继承原库并规则复核","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","无明显兼具类别","软硬件综合/系统平台","含敏感目标或重点设施关键词","高","LA-2025-0132","浙江","杭州","浙江警官职业学院监狱无人机探测与反制实训系统建设项目","侦测反制系统/平台","中标/成交结果","是","浙江警官职业学院","公开信息未披露","","公开信息未披露","2025-12-04","2025","A-官方公告/公共资源","较完整","https://www.zjjy.com.cn/info/1068/40874.htm","浙江警官职业学院官网发布监狱无人机探测与反制实训系统建设中标结果公告。","补充检索新增；敏感目标/实训系统类","无人机探测与反制实训系统","系统平台/管控软件","无人机探测与反制实训系统：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"重大活动保障需求","敏感目标防护需求","硬件设备/装备","含赛事/活动/安保保障/阵地租赁关键词","低","LA-2025-0133","浙江","柯桥","柯桥区 无人机反制设备 采购 中标 成交结果 公告","侦测反制装备","中标/成交结果","是","公开信息未披露","公开信息未披露","","公开信息未披露","2025年11月21日","2025","B-公开转载/行业平台","待复核","https://zj.bidcenter.com.cn/zbcontent-390623194-4.html","柯桥区 无人机反制设备 采购 中标 成交结果 公告 -浙江招标网 2025年11月21日 - 二、项目名称: (略) (略) (略) 无人机 反制设备采购.1.各参加政府采购活动的供应商认为该 中标 /成交结果和采购过程等使自己的权益受到损害的,可以自本 公 ... zj.bidcenter.com.cn 反馈","继承原库并规则复核","无人机反制设备","侦测反制装备/设备","无人机反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","服务/租赁/咨询","含敏感目标或重点设施关键词；含公安巡防/常态监管关键词","高","LA-2025-0134","浙江","丽水","丽水市公安局丽水机场低空防御服务项目合同","侦测反制服务/租赁","合同公告","是","丽水市公安局","公开信息未披露","","中国移动通信集团浙江有限公司丽水分公司","2025-12-11","2025","B-公开转载/行业平台","较完整","https://www.bbda.com/bidList/k1295","公开招投标信息披露：丽水机场低空防御服务项目合同，供应商中国移动浙江丽水分公司。","补充检索新增；机场敏感目标类","低空防御服务","系统平台/管控软件","低空防御服务：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","含公安巡防/常态监管关键词","高","LA-2025-0135","浙江","台州","天台县公安局无人机侦测打击系统项目","侦测反制系统/平台","中标/成交结果","是","天台县公安局","164.0000 万元","164","中国移动通信集团浙江有限公司台州分公司","2025-05-26","2025","A-官方公告/公共资源","完整","https://www.zjtt.gov.cn/art/2025/5/26/art_1229796762_59180589.html","天台县公共资源交易中心：报价1640000元，供应商中国移动台州分公司","继承原库并规则复核；专项样本原文为成交/中标结果页","无人机侦测打击系统","系统平台/管控软件","无人机侦测打击系统：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","含公安巡防/常态监管关键词","高","LA-2025-0136","浙江","台州","天台县公安局无人机侦测打击系统项目（第二次）","侦测反制系统/平台","中标/成交结果","是","天台县公安局","203.0312 万元","203.0312","中国联合网络通信有限公司台州市分公司","2025-10-10","2025","A-官方公告/公共资源","完整","https://www.zjtt.gov.cn/art/2025/10/10/art_1229796762_59184273.html","天台县公共资源交易中心：报价2030312元，含历正科技、浙江凡双等设备","继承原库并规则复核；专项样本原文为成交/中标结果页","无人机侦测打击系统","系统平台/管控软件","无人机侦测打击系统：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","未命中特定场景，按低空常态监测默认归入日常巡防","低","LA-2025-0137","浙江","未识别","无人机反制 系统( 中标公告","侦测反制系统/平台","中标/成交结果","是","...","公开信息未披露","","公开信息未披露","2025年3月10日","2025","B-公开转载/行业平台","待复核","https://zj.bidizhaobiao.com/info-599355455.html","无人机反制 系统( 中标公告 )-浙江招标网 2025年3月10日 - 项目 名称 无人机 反制 系统 预算总额(元) 32000 项目编号 62025022634365419 报价开始时间 2025-02-26 12:22 报价截止时间 2025-03-05 18:00 采购单位 ... zj.bidizhaobiao.com 反馈","继承原库并规则复核","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2026-0138","浙江","普陀","舟山市公安局普陀区分局无人机低空反制设备采购合同","侦测反制装备","合同公告","是","舟山市公安局普陀区分局","302.2722 万元","302.2722","中国移动通信集团浙江有限公司舟山分公司","2026-01-23","2026","B-公开转载/行业平台","完整","https://www.bbda.com/bidList/k1295","公开招投标聚合页披露：舟山市公安局普陀区分局无人机低空反制设备采购合同，供应商中国移动舟山分公司，合同金额3022722元。","人工核验补充；待回溯浙江政府采购合同原文","无人机低空反制设备","侦测反制装备/设备","无人机低空反制设备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","项目名称/证据摘要关键词抽取；公开信息未见数量","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","服务/租赁/咨询","未命中特定场景，按低空常态监测默认归入日常巡防","高","LA-2026-0139","重庆","南岸","2026年无人机反制设备租赁服务","侦测反制服务/租赁","中标/成交结果","是","公开信息未披露","40.0000 万元","40.0","中虎****公司","2026-02-06","2026","B-公开转载/行业平台","较完整","https://www.falvzhaobiao.com/news-38a5efd5bedc1d00e77ff254b07f2ecb/","公开转载结果信息披露：2026年无人机反制设备租赁服务，项目预算/限价400000元，发布为结果-中标通知。采购人和供应商部分脱敏。","漏检补充；租赁服务高概率打包项目，字段脱敏待复核","无人机反制设备租赁服务","服务/租赁","无人机反制设备租赁服务：1项服务","公开信息未披露","公开信息未披露","部分明细","项目名称披露租赁服务；具体设备数量未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2023-0140","陕西","西安","西安市公安局4G无人机侦测反制设备采购项目","侦测反制装备","中标/成交结果","是","西安市公安局（本级）","41.5000 万元","41.5","北京瑞达恩科技股份有限公司","2023-06-09","2023","A-官方公告/公共资源","完整","https://www.ccgp-shaanxi.gov.cn/gpx-bid-file/610101/gpx-bidcore/2023/6/9/8a69c9318844861201889f17dfae3f55.pdf?accessCode=cc4f1dda7e0ed63045957911cd1e5379","陕西省政府采购网中标（成交）结果公告显示：西安市公安局4G无人机侦测反制设备采购项目，北京瑞达恩科技股份有限公司中标，金额41.5万元；主要标的信息为无线电反制设备，品牌瑞达恩，型号RDN-428，数量1项。","竞品驱动补充；直中标案例","无线电反制设备","侦测反制装备/设备","无线电反制设备：1项","无线电反制设备：RDN-428","无线电反制设备：瑞达恩","明细较完整","陕西省政府采购网中标（成交）结果公告主要标的信息","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","无明显兼具类别","硬件设备/装备","含军队/涉密脱敏单位与反制设备关键词","高","LA-2023-0141","安徽","黄山","反无人机系统设备采购项目","侦测反制装备","中标/成交结果","是","某部","51.0000 万元","51.0","合肥御悟信息科技有限公司","2023-11-10","2023","A-官方公告/公共资源","完整","https://ggzy.huangshan.gov.cn/TPBidder/frame/fui/js/widgets/ewebeditor/uploadfile/20231110155451345.pdf","黄山市公共资源交易中标结果公告披露：反无人机系统设备采购项目，合肥御悟信息科技有限公司中标，金额51万元；主要标的信息为反无人机系统设备，品牌上海特金，型号RF-200M，数量1套。","竞品驱动补充；品牌命中上海特金","反无人机系统设备","侦测反制装备/设备","反无人机系统设备：1套","反无人机系统设备：RF-200M","反无人机系统设备：上海特金","明细较完整","黄山市公共资源交易中标结果公告主要标的信息","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","硬件设备/装备","含公安巡防/常态监管关键词","高","LA-2025-0142","宁夏","银川","银川市公安局WRJGZ装备项目","侦测反制装备","中标/成交结果","是","银川市公安局","59.8000 万元","59.8","杰能科世智能安全科技（杭州）有限公司","2025-07-29","2025","A-官方公告/公共资源","完整","https://www.ccgp-ningxia.gov.cn/public/NXGPPNEW/dynamic/contents/SXCGGG/ZHBGG/content.jsp?cid=2013&id=8b80b27b9821ef38019854d615231cb9&sid=1&type=ZB","宁夏政府采购网中标公告显示：银川市公安局WRJGZ装备项目，杰能科世智能安全科技（杭州）有限公司中标，金额59.8万元。","竞品驱动补充；直中标案例","WRJGZ装备","侦测反制装备/设备","WRJGZ装备：1项","WRJGZ装备：详见附件","公开信息未披露","部分明细","宁夏回族自治区政府采购网中标公告披露中标供应商为杰能科世智能安全科技（杭州）有限公司；主要标的信息未细化披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","软硬件综合/系统平台","含特种指挥车辆、无人机反制设备和车载反制模块，属于公安综合装备项目","高","LA-2026-0143","内蒙古","林西","林西县公安局特种指挥车辆及无人机反制设备项目","侦测反制系统/平台","中标/成交结果","是","林西县公安局","283.8680 万元","283.868","内蒙古隆昱祥科技有限公司","2026-01-06","2026","A-官方公告/公共资源","完整","https://www.ccgp-neimenggu.gov.cn/gpx-bid-file/ZF_JGBM_000001/150424/2025/12/8/402881e29a8668d8019afbe4c8147e19/gpx-bidconfirm/402881d29b2683a9019b924d25b44e4c.pdf?accessCode=a6f3937094db472eaad9ad6cad006eef","内蒙古政府采购中标（成交）明细披露：林西县公安局特种指挥车辆及无人机反制设备项目，内蒙古隆昱祥科技有限公司中标，总价283.868万元；标的明细中无人机反制设备（一）与（二）制造商为上海特金信息科技有限公司。","竞品驱动补充；品牌命中上海特金","无人机反制设备（一）；无人机反制设备（二）","侦测反制装备/设备","无人机反制设备（一）：1项；无人机反制设备（二）：1项","无人机反制设备（一）：TDD-DCMX1-AB-HEN2A，JM1；无人机反制设备（二）：TDD-DCPX1-AB-HHN1A","无人机反制设备（一）：D2C JM1；无人机反制设备（二）：H1D","明细较完整","内蒙古政府采购中标（成交）明细披露制造商为上海特金信息科技有限公司","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","无明显兼具类别","硬件设备/装备","机场公安局、侦测反制设备采购和机场敏感目标防护属性","高","LA-2025-0144","安徽","合肥","机场公安局无人机侦测反制设备采购项目","侦测反制装备","中标/成交结果","是","安徽省公安厅机场公安局","96.0000 万元","96.0","杰能科世智能安全科技（杭州）有限公司","2025-10-11","2025","B-公开转载/行业平台","完整","https://yzb.caigou2003.com/detail/1977004058623344640","安徽省政府采购网结果公告披露：项目名称为机场公安局无人机侦测反制设备采购项目，中标供应商为杰能科世智能安全科技（杭州）有限公司；主要标的披露车载无人机侦测解码设备，品牌观曜科技，型号OMAT-AL100。","用户补充的机场公安竞品中标样本；按中标单位为检索主体补入主库","车载无人机侦测解码设备；车载无人机定向反制设备","侦测探测设备；侦测反制装备/设备","车载无人机侦测解码设备：2套；车载无人机定向反制设备：1套","车载无人机侦测解码设备：OMAT-AL100","车载无人机侦测解码设备：观曜科技；车载无人机定向反制设备：观曜科技","明细较完整","安徽省政府采购网中标结果公告主要标的信息披露车载无人机侦测解码设备、品牌和型号；同一结果公告披露车载定向反制设备；具体型号未在公开摘要中完整展开","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","低空综合管理服务平台2.0公共安防管理端开发服务，属于城市级低空平台和公共安防运营能力","高","LA-2025-0145","浙江","杭州","杭州市低空综合管理服务平台2.0公共安防管理端开发服务采购项目","侦测反制系统/平台","中标/成交结果","是","杭州低空产业发展有限公司","458.0000 万元","458.0","浙江众合科技股份有限公司","2025-10-14","2025","B-公开转载/行业平台","完整","https://www.anfangzhaobiao.com/qiye/zjzhkjgfyxgs/","众合科技公开中标信息披露：杭州市低空综合管理服务平台2.0公共安防管理端开发服务采购项目，中标金额458万元，中标单位为浙江众合科技股份有限公司。","用户补充的低空平台竞品中标样本；按中标单位为检索主体补入主库","低空综合管理服务平台2.0公共安防管理端开发服务","系统平台/管控软件","低空综合管理服务平台2.0公共安防管理端开发服务：1项服务","公开信息未披露","公开信息未披露","明细较完整","众合科技公开中标信息披露合同金额458万元，项目为平台公共安防管理端开发服务","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"敏感目标防护需求","日常巡防需求","软硬件综合/系统平台","机场公安局敏感目标防护场景，项目标题直接披露系统升级和硬件设备采购","高","LA-2025-0146","甘肃","兰州","甘肃省公安厅机场公安局无人机无源侦测反制系统升级及硬件设备采购项目(二次)","侦测反制系统/平台","中标/成交结果","是","甘肃省公安厅机场公安局","96.0000 万元","96.0","杰能科世智能安全科技（杭州）有限公司","2025-12-17","2025","B-公开转载/行业平台","完整","https://wap.tezhongzhuangbei.com/cjzb_nr_1287056.html","公开中标候选信息披露：项目名称为甘肃省公安厅机场公安局无人机无源侦测反制系统升级及硬件设备采购项目(二次)，中标单位为杰能科世智能安全科技（杭州）有限公司，金额96万元。","用户补充的机场公安竞品中标样本；按中标单位为检索主体补入主库","无人机无源侦测反制系统升级；无人机无源侦测反制硬件设备","系统平台/管控软件；侦测反制装备/设备","无人机无源侦测反制系统升级：1项；无人机无源侦测反制硬件设备：1项","公开信息未披露","公开信息未披露","明细较完整","结果公告标题直接披露系统升级；中标单位为杰能科世智能安全科技（杭州）有限公司；结果公告标题直接披露硬件设备采购；具体设备名在公开摘要中未完整展开","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"园区运营需求","日常巡防需求","软硬件综合/系统平台","兰州新区低空飞行设施设备建设和低空安全监管平台，属于新区/园区级低空基础设施与治理底座","高","LA-2026-0147","甘肃","兰州新区","兰州新区低空飞行设施设备建设项目（低空安全监管平台项目）","侦测反制系统/平台","中标/成交结果","是","兰州新区科技创新发展管理有限公司","566.1600 万元","566.16","杰能科世智能安全科技（杭州）有限公司","2026-03-25","2026","B-公开转载/行业平台","完整","https://www.bbda.com/bidList/k1295","中标候选人公示披露：兰州新区低空飞行设施设备建设项目（低空安全监管平台项目）第二次，第一中标候选人为杰能科世智能安全科技（杭州）有限公司，金额566.16万元。","用户补充的兰州新区竞品中标样本；按中标单位为检索主体补入主库","低空安全监管平台","系统平台/管控软件","低空安全监管平台：1项","公开信息未披露","公开信息未披露","明细较完整","中标候选人公示标题直接披露低空安全监管平台项目；中标单位为杰能科世智能安全科技（杭州）有限公司","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","园区运营需求","软硬件综合/系统平台","城市级低空综合管理服务平台和一网统飞运营平台，兼具常态巡防和运营管理属性","高","LA-2025-0148","福建","厦门","厦门低空综合管理服务平台及一网统飞运营平台项目","侦测反制系统/平台","中标/成交结果","是","厦门低空经济管理服务有限公司","1757.1800 万元","1757.18","中科星图股份有限公司、厦门兆翔智能科技有限公司联合体","2025-10-13","2025","B-公开转载/行业平台","完整","https://www.anfangzb.com/view/16400/J7ZW3JkBg7S5K-635DSh.html","中标结果公告披露：厦门低空综合管理服务平台及一网统飞运营平台项目，中标单位为中科星图股份有限公司、厦门兆翔智能科技有限公司联合体，中标价1757.178万元。","用户补充的城市级低空平台竞品中标样本；按中标单位为检索主体补入主库","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","园区运营需求","软硬件综合/系统平台","区域级低空综合治理应用集成，属于低空平台与基层治理结合项目","高","LA-2025-0149","浙江","杭州临安","临安区低空综合治理应用集成（一期）项目","侦测反制系统/平台","中标/成交结果","是","杭州临安智瀚大数据科技有限公司","739.8800 万元","739.88","浙江众合科技股份有限公司","2025-12-15","2025","B-公开转载/行业平台","完整","https://stock.stockstar.com/RB2025121800016028.shtml","结果公告披露：临安区低空综合治理应用集成（一期）项目，中标单位浙江众合科技股份有限公司，中标金额739.88万元。","用户补充的区域级低空治理竞品中标样本；按中标单位为检索主体补入主库","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","服务类/软硬件结合","平台型低空治理/警务样本","高","LA-2025-0151","湖北","十堰","十堰市低空综合管理服务平台第一期建设项目","侦测反制系统/平台","中标/成交结果","是","十堰产城融合投资发展集团有限公司","公开信息未披露","","鸢飞科技（上海）有限公司","2025-01-20","2025","A-官方公告/公共资源","较完整","https://www.hbbidcloud.cn/shiyan/jyxx/004005/004005001/20250120/d0905e3d-3bf5-4f55-9d78-409fa4bba3ad.html","湖北省电子招投标交易平台/十堰公共资源交易信息披露：十堰市低空综合管理服务平台第一期建设项目，中标人为鸢飞科技（上海）有限公司。","项目名称深度检索补入；城市级低空综合管理服务平台样本","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","项目名称深度检索补入","高","LA-2025-0152","西藏","昌都","昌都市公安局采购低空安全反无人机系统项目","侦测反制系统/平台","中标/成交结果","是","昌都市公安局","212.9000 万元","212.9","中国电信集团有限公司昌都分公司","2025-01-29","2025","A-官方公告/公共资源","完整","https://www.ccgp-xizang.gov.cn/freecms/site/xizang/ggxx/info/2025/8a7eb882948a40300194bdc599a22e17.html","西藏自治区政府采购网结果公告披露：昌都市公安局采购低空安全反无人机系统项目，中标单位中国电信集团有限公司昌都分公司，中标金额212.9万元。","项目名称深度检索补入；低空安全反无人机系统直相关样本","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","服务类/软硬件结合","平台型低空治理/警务样本","高","LA-2025-0153","四川","遂宁","中国铁塔股份有限公司遂宁市分公司2025年低空安全态势感知监管平台服务与无人机监测反制设备采购项目（标段1：平台服务）","侦测反制系统/平台","中标/成交结果","是","中国铁塔股份有限公司遂宁市分公司","公开信息未披露","","四川泰睿通信工程有限公司","2025-12-05","2025","A-官方公告/公共资源","较完整","https://ebid.chinatowercom.cn/zgtt/gggs/003004/20251205/5a590d57-e9d9-47f9-868e-6cb6db3f4e96.html","中国铁塔电子采购平台成交结果公示披露：遂宁市分公司2025年低空安全态势感知监管平台服务与无人机监测反制设备采购项目标段1，成交供应商四川泰睿通信工程有限公司。","项目名称深度检索补入；低空安全态势感知监管平台服务样本","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","服务类/软硬件结合","平台型低空治理/警务样本","中","LA-2025-0154","四川","遂宁","中国铁塔股份有限公司遂宁市分公司2025年低空安全态势感知监管平台服务与无人机监测反制设备采购项目（标段2：无人机监测反制设备）","侦测反制装备","中标/成交结果","是","中国铁塔股份有限公司遂宁市分公司","公开信息未披露","","公开信息未披露","2025-12-05","2025","B-公开转载/行业平台","较完整","https://www.zchxzb.com/info/202512/7054297.html","公开成交结果公示标题披露：遂宁市分公司2025年低空安全态势感知监管平台服务与无人机监测反制设备采购项目标段2为无人机监测反制设备采购；供应商和金额待回溯官方原文。","项目名称深度检索补入；设备标段供应商字段待进一步核验","无人机侦测反制设备/装备","侦测反制装备/设备","无人机侦测反制设备/装备：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目名称/项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","平台型低空治理/警务样本","高","LA-2026-0155","内蒙古","鄂尔多斯伊金霍洛旗","伊金霍洛旗公安局低空数字警务设备采购项目","侦测反制系统/平台","中标/成交结果","是","伊金霍洛旗公安局","394.8986 万元","394.8986","公开信息未披露","2026-04-14","2026","A-官方公告/公共资源","较完整","https://www.ccgp-neimenggu.gov.cn/gpx-bid-file/ZF_JGBM_000001/150627/2026/2/19/402881e29f1bab8b019f2a3a764e1b5d/gpx-bidconfirm/402881d2a2e2034d01a329e464d50142.pdf?accessCode=f9e54e286d0c95a3ed97db6c0119d409","内蒙古政府采购中标（成交）明细披露：伊金霍洛旗公安局低空数字警务设备采购项目，中标金额394.8986万元；项目包含公安低空数字警务设备及相关平台/装备。","项目名称深度检索补入；官方PDF中供应商字段需进一步回溯正文确认","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","平台型低空治理/警务样本","高","LA-2026-0156","内蒙古","鄂尔多斯鄂托克旗","鄂托克旗公安局低空数字警务装备采购项目","侦测反制系统/平台","中标/成交结果","是","鄂托克旗公安局","273.9268 万元","273.9268","内蒙古迅力智能科技有限公司","2026-04-14","2026","A-官方公告/公共资源","完整","https://www.ccgp-neimenggu.gov.cn/gpx-bid-file/ZF_JGBM_000001/150624/2026/2/9/402881e29e8f7417019eef0b02d114dd/gpx-bidconfirm/402881d2a2e2034d01a2ee6ee102015d.pdf?accessCode=8485d3a9c882f5d7750c2e09061f22e3","内蒙古政府采购中标（成交）明细披露：鄂托克旗公安局低空数字警务装备采购项目，内蒙古迅力智能科技有限公司中标，中标金额273.9268万元。","项目名称深度检索补入；公安低空数字警务装备样本","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
"日常巡防需求","无明显兼具类别","软硬件综合/系统平台","平台型低空治理/警务样本","中","LA-2026-0157","内蒙古","鄂尔多斯准格尔旗","准格尔旗公安低空数字警务项目（2026年采购）","侦测反制系统/平台","中标/成交结果","是","准格尔旗公安局","485.8614 万元","485.8614","鄂尔多斯市低空经济开发有限公司","2026-04-09","2026","A-官方公告/公共资源","较完整","https://www.ccgp.gov.cn/cggg/dfgg/zbgg/202604/t20260409_26380092.htm","公开结果信息披露：准格尔旗公安低空数字警务项目2026年采购，中标供应商鄂尔多斯市低空经济开发有限公司，中标金额485.8614万元；该项目为2025年准格尔旗公安低空数字警务项目后的重新采购样本，需与历史样本分年对照。","项目名称深度检索补入；2026年重新采购样本，替代三维圈弃标后的结果","无人机侦测反制系统/平台","系统平台/管控软件","无人机侦测反制系统/平台：公开信息未披露","公开信息未披露","公开信息未披露","仅项目级推断","按项目类型推断；具体设备未披露","数量仅在公告/证据明确披露时填写；未披露的不按金额或经验倒推"
